year,variable,label,group,category,value,unit,status,note,denominator,record_id,workbook,sheet,cell,source_number_format,source_value,temporal_gate
2024-25,erp,Enterprise resource planning,Industry,"Electricity, Gas, Water and Waste Services",8.2,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J17,0.0,8.2,C
2024-25,erp,Enterprise resource planning,Industry,Construction,0.8,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J18,0.0,0.8,C
2024-25,erp,Enterprise resource planning,Industry,Wholesale Trade,10,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J19,0.0,10,C
2024-25,erp,Enterprise resource planning,Industry,Retail Trade,4.1,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J20,0.0,4.1,C
2024-25,erp,Enterprise resource planning,Industry,Accommodation and Food Services,3.3,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J21,0.0,3.3,C
2024-25,erp,Enterprise resource planning,Industry,"Transport, Postal and Warehousing",3.6,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J22,0.0,3.6,C
2024-25,erp,Enterprise resource planning,Industry,Information Media and Telecommunications,4.3,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J23,0.0,4.3,C
2024-25,erp,Enterprise resource planning,Industry,Financial and Insurance Services,5.1,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J24,0.0,5.1,C
2024-25,erp,Enterprise resource planning,Industry,"Rental, Hiring and Real Estate Services",1.8,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J25,0.0,1.8,C
2024-25,erp,Enterprise resource planning,Industry,"Professional, Scientific and Technical Services",3.9,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J26,0.0,3.9,C
2024-25,erp,Enterprise resource planning,Industry,Administrative and Support Services,1.5,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J27,0.0,1.5,C
2024-25,erp,Enterprise resource planning,Industry,Health Care and Social Assistance,1.2,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J28,0.0,1.2,C
2024-25,erp,Enterprise resource planning,Industry,Arts and Recreation Services,0.9,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J29,0.0,0.9,C
2024-25,erp,Enterprise resource planning,Industry,Other Services,2,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J30,0.0,2,C
2024-25,erp,Enterprise resource planning,State/Territory,New South Wales,3.3,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J32,0.0,3.3,C
2024-25,erp,Enterprise resource planning,State/Territory,Victoria,2.9,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J33,0.0,2.9,C
2024-25,erp,Enterprise resource planning,State/Territory,Queensland,2.3,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J34,0.0,2.3,C
2024-25,erp,Enterprise resource planning,State/Territory,South Australia,2.4,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J35,0.0,2.4,C
2024-25,erp,Enterprise resource planning,State/Territory,Western Australia,2.9,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J36,0.0,2.9,C
2024-25,erp,Enterprise resource planning,State/Territory,Tasmania,2.9,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J37,0.0,2.9,C
2024-25,erp,Enterprise resource planning,State/Territory,Northern Territory,4.5,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J38,0.0,4.5,C
2024-25,erp,Enterprise resource planning,State/Territory,Australian Capital Territory,1.6,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J39,0.0,1.6,C
2024-25,erp,Enterprise resource planning,Location,Any capital city location only,3.5,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J41,0.0,3.5,C
2024-25,erp,Enterprise resource planning,Location,State or territory capital city CBD only,3.3,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J42,0.0,3.3,C
2024-25,erp,Enterprise resource planning,Location,Capital city metropolitan area outside of CBD only,3.5,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J43,0.0,3.5,C
2024-25,erp,Enterprise resource planning,Location,Regional only,1.4,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J44,0.0,1.4,C
2024-25,erp,Enterprise resource planning,Location,Other location combinations,12,%,published,,"Proportions are of all businesses in each output category. Businesses could select more than one option. Coverage includes Agriculture, Forestry and Fishing.",2024-25:6-2:8,data_2024-25/BCSDC06_2024–25.xlsx,Table 2,J45,0.0,12,C
